,company,inches,ram,weight,price,new_screenreso,new_cpu,new_clockspd,new_gpu,new_OS,isTouchScrn,Memory,HDD,SSD
665,Toshiba,15.6,4,2.1,26533.44,1366x768,Intel Core i3,2.1,Intel,Windows,0,128GB SSD,0,128
666,Dell,15.6,8,2.06,50882.4,1920x1080,Intel Core i5,2.5,Intel,Windows,0,1000 HDD,1000,0
667,HP,15.6,8,2.1,39693.6,1920x1080,Intel Core i7,2.7,AMD,Windows,0,1000 HDD,1000,0
668,Toshiba,15.6,8,2.0,67026.23999999999,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
669,Acer,15.6,4,2.1,21951.36,1366x768,Intel Core i3,2.0,Intel,Linux,0,128GB SSD,0,128
670,Microsoft,13.5,8,1.252,99519.04800000001,2256x1504,Intel Core i7,2.8,Intel,Windows,1,256GB SSD,0,256
671,Lenovo,15.6,8,1.9,43580.376,1920x1080,Intel Core i5,2.5,AMD,Windows,0,128GB SSD +  1000 HDD,1000,128
672,Lenovo,13.3,8,1.3,55091.52,1920x1080,Intel Core i5,2.5,Intel,Windows,1,256GB SSD,0,256
673,Lenovo,15.6,4,2.2,18594.72,1366x768,AMD Processor,2.2,AMD,Windows,0,128GB SSD,0,128
674,HP,14.0,4,1.63,37242.72,1920x1080,Intel Core i3,2.4,Nividia,Windows,1,128GB SSD,0,128
675,MSI,15.6,16,2.4,68944.31999999999,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
676,Asus,14.0,8,1.1,60472.8,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
677,HP,11.6,8,1.4,26373.6,1366x768,Intel other Processor,1.1,Intel,Other,1,64GB Flash Storage,0,0
678,LG,15.6,8,1.09,122490.72,1920x1080,Intel Core i7,1.8,Intel,Windows,0,512GB SSD,0,512
679,Acer,15.6,16,2.5,69210.72,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
680,MSI,15.6,8,2.2,53168.112,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
681,Asus,15.6,4,1.86,22324.32,1366x768,Intel other Processor,1.1,Intel,Windows,0,128GB SSD,0,128
682,Dell,15.6,16,3.21,109277.28,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
683,HP,17.3,4,2.5,37242.72,1920x1080,Intel Core i3,2.0,AMD,Windows,0,256GB SSD,0,256
684,Lenovo,13.3,8,1.19,79866.72,1920x1080,Intel Core i7,1.8,Intel,Windows,1,512GB SSD,0,512
685,Dell,15.6,16,3.49,149916.6,1920x1080,Intel Core i7,2.9,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
686,HP,15.6,4,1.86,32639.8608,1366x768,Intel Core i5,2.5,AMD,Windows,0,500GB HDD,500,0
687,Dell,15.6,4,2.2,29073.297599999994,1366x768,Intel Core i3,2.0,AMD,Windows,0,1000 HDD,1000,0
688,HP,17.3,6,2.65,30316.32,1920x1080,AMD Processor,2.4,AMD,Windows,0,2000 HDD,2000,0
689,Lenovo,15.6,4,2.1,16943.04,1366x768,Intel other Processor,1.6,Intel,Windows,0,500GB HDD,500,0
690,Acer,14.0,4,1.45,19980.0,1366x768,Intel other Processor,1.6,Intel,Other,0,32GB Flash Storage,0,0
691,Lenovo,14.0,4,1.7,37242.72,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
692,HP,17.3,8,3.14,101657.7072,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,500GB HDD,500,0
693,Lenovo,14.0,8,1.42,137995.19999999998,2560x1440,Intel Core i7,2.7,Intel,Windows,1,256GB SSD,0,256
694,Toshiba,13.3,8,1.5,51841.44,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
695,Acer,11.6,4,1.4,14332.32,1366x768,Intel other Processor,1.6,Intel,Windows,0,32GB Flash Storage,0,0
696,Lenovo,14.0,16,1.38,93186.72,1920x1080,Intel Core i7,2.7,Intel,Windows,1,512GB SSD,0,512
697,Asus,12.5,4,1.2,35644.32,1920x1080,Intel other Processor,0.9,Intel,Other,1,64GB Flash Storage,0,0
698,Toshiba,13.3,16,1.36,100006.56,1920x1080,Intel Core i7,2.5,Intel,Windows,1,512GB SSD,0,512
699,HP,15.6,4,2.1,36709.92,1920x1080,Intel Core i7,2.7,AMD,Windows,0,500GB HDD,500,0
700,Dell,15.6,8,2.56,43636.32,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,1000 HDD,1000,0
701,Lenovo,15.6,4,2.2,21258.72,1920x1080,AMD Processor,2.9,AMD,Windows,0,256GB SSD,0,256
702,Lenovo,15.6,8,2.2,22857.12,1366x768,AMD Processor,3.6,AMD,Windows,0,1000 HDD,1000,0
703,Lenovo,15.6,4,2.1,33110.856,1920x1080,Intel Core i5,2.5,Intel,Windows,0,1000 HDD +  1000 HDD,2000,0
704,Lenovo,15.6,4,1.9,23976.0,1366x768,Intel Core i3,2.0,Intel,Other,0,500GB HDD,500,0
705,Dell,15.6,8,2.18,42357.6,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
706,Acer,13.3,8,1.6,53226.72,1920x1080,Intel Core i5,1.6,Intel,Windows,1,256GB SSD,0,256
707,Lenovo,15.6,16,2.18,98834.4,1920x1080,Intel Core i7,2.5,Nividia,Windows,0,512GB SSD,0,512
708,Lenovo,14.0,8,1.8,63456.48,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
709,HP,17.3,6,2.71,34898.932799999995,1920x1080,AMD Processor,2.5,AMD,Windows,0,2000 HDD,2000,0
710,Lenovo,15.6,8,2.5,66546.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
711,Dell,14.0,8,1.64,58021.92,1920x1080,Intel Core i5,2.8,Nividia,Linux,0,256GB SSD,0,256
712,Dell,15.6,8,1.98,38681.28,1920x1080,Intel Core i5,2.5,Intel,Linux,0,1000 HDD,1000,0
713,Asus,14.0,4,1.5,15877.44,1920x1080,Intel other Processor,1.1,Intel,Windows,0,32GB Flash Storage,0,0
714,Dell,15.6,16,1.93,76012.44480000001,1920x1080,Intel Core i5,2.6,Intel,Windows,0,512GB SSD,0,512
715,Lenovo,14.0,8,1.87,45664.6896,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
716,Dell,15.6,8,1.9,62817.12,1920x1080,Intel Core i5,2.6,Intel,Windows,0,256GB SSD,0,256
717,Lenovo,15.6,4,2.19,15877.44,1366x768,AMD Processor,2.0,AMD,Windows,0,500GB HDD,500,0
718,Mediacom,14.0,4,1.4,14119.2,1920x1200,Intel other Processor,1.92,Intel,Windows,0,32GB HDD,32,0
719,HP,17.3,8,2.63,63936.0,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD,0,256
720,Lenovo,14.0,8,1.17,89864.1792,2560x1440,Intel Core i7,2.5,Intel,Windows,0,512GB SSD,0,512
721,HP,13.3,8,1.58,44574.047999999995,1366x768,Intel Core i5,2.5,Intel,Windows,1,256GB SSD,0,256
722,Lenovo,14.0,8,1.32,79866.72,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
723,Dell,17.3,32,4.36,194972.832,3840x2160,Intel Core i7,2.8,Nividia,Windows,0,1000 SSD +  1000 HDD,1000,1000
724,MSI,17.3,8,2.7,71847.0144,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
725,Lenovo,15.6,4,1.9,26101.872000000003,1366x768,Intel Core i5,2.5,Intel,Other,0,1000 HDD,1000,0
726,Dell,15.6,8,2.2,38308.32,1920x1080,Intel Core i5,1.6,AMD,Windows,0,128GB SSD +  1000 HDD,1000,128
727,Dell,13.3,4,1.71,34578.72,1920x1080,Intel Core i3,2.4,Intel,Windows,1,1000 HDD,1000,0
728,Dell,15.6,8,2.32,31409.6256,1366x768,Intel Core i5,2.5,AMD,Linux,0,1000 HDD,1000,0
729,HP,15.6,4,2.1,26053.92,1920x1080,AMD Processor,3.0,AMD,Windows,0,1000 HDD,1000,0
730,Acer,17.3,16,4.2,103096.8,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
731,Dell,15.6,12,2.25,34578.72,1366x768,Intel Core i5,2.5,Intel,Windows,0,1000 HDD,1000,0
732,HP,15.6,6,2.1,34632.0,1920x1080,AMD Processor,3.0,AMD,Windows,0,128GB SSD +  1000 HDD,1000,128
733,Acer,15.6,4,2.4,29783.52,1366x768,Intel Core i5,2.5,Intel,Windows,0,500GB HDD,500,0
734,Lenovo,13.3,8,1.44,51148.8,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
735,Lenovo,15.6,4,1.85,41505.12,1920x1080,Intel Core i7,2.7,Intel,Windows,0,1000 HDD,1000,0
736,HP,15.6,16,2.6,128884.32,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD,0,256
737,Dell,13.3,8,1.55,35111.52,1920x1080,Intel Core i5,1.6,Intel,Windows,1,1000 HDD,1000,0
738,MSI,15.6,16,1.8,111593.8944,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
739,Acer,15.6,4,2.4,21887.424,1366x768,Intel Core i3,2.0,Intel,Windows,0,500GB HDD,500,0
740,Dell,15.6,8,2.0,64308.96,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
741,Dell,15.6,8,2.0,35431.2,1366x768,Intel Core i3,2.0,Intel,Windows,0,256GB SSD,0,256
742,Toshiba,14.0,8,1.25,81784.8,1920x1080,Intel Core i5,2.5,Intel,Windows,1,256GB SSD,0,256
743,Lenovo,14.0,8,1.7,53226.72,1920x1080,Intel Core i5,2.5,Intel,Windows,1,256GB SSD,0,256
744,Lenovo,15.6,16,2.5,175770.72,3840x2160,Intel Core i7,2.8,Nividia,Windows,0,1000 SSD,0,1000
745,Acer,14.0,2,1.68,17582.399999999998,1366x768,Intel other Processor,1.6,Intel,Other,0,32GB Flash Storage,0,0
746,Samsung,13.3,16,0.81,87858.72,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
747,HP,15.6,8,1.86,28717.92,1920x1080,Intel Core i3,2.0,Intel,Windows,0,256GB SSD,0,256
748,Dell,14.0,8,1.6,60031.1088,1366x768,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
749,HP,17.3,16,3.0,233845.92,1920x1080,Intel other Processor,2.9,Nividia,Windows,0,256GB SSD,0,256
750,Lenovo,11.6,4,1.4,25308.0,1366x768,Intel other Processor,1.6,Intel,Windows,1,128GB SSD,0,128
751,HP,15.6,8,1.84,101232.0,1920x1080,Intel Core i5,2.4,Intel,Windows,0,256GB SSD,0,256
752,Asus,15.6,4,2.45,30849.12,1366x768,Intel Core i5,2.3,Nividia,Other,0,1000 HDD,1000,0
753,Lenovo,14.0,4,1.7,58394.88,1920x1080,Intel Core i5,2.3,Intel,Windows,0,180GB SSD,0,180
754,Asus,15.6,4,2.37,45282.672,1366x768,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
755,Lenovo,13.3,8,1.3,63882.72,3200x1800,Intel Core i5,1.8,Intel,Windows,1,256GB SSD,0,256
756,HP,15.6,8,2.2,58554.72,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
757,HP,15.6,8,2.59,83170.08,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,256GB SSD,0,256
758,Dell,15.6,16,4.42,152859.7872,3840x2160,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
759,Acer,15.6,4,2.1,31914.72,1366x768,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
760,Lenovo,15.6,8,2.5,55837.44,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
761,Dell,12.5,16,1.18,99047.52,1920x1080,Intel Core i7,2.8,Intel,Windows,0,256GB SSD,0,256
762,Google,12.3,8,1.1,83063.52,2400x1600,Intel Core i5,1.2,Intel,Other,1,256GB SSD,0,256
763,Asus,13.3,8,1.2,60153.12,3200x1800,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
764,Dell,13.3,4,1.65,45234.72,1366x768,Intel Core i3,2.0,Intel,Windows,0,500GB HDD,500,0
765,Acer,13.3,4,1.6,34898.4,1366x768,Intel Core i5,2.3,Intel,Windows,0,128GB SSD,0,128
766,Asus,17.3,4,2.8,25059.715199999995,1366x768,Intel other Processor,1.1,Nividia,Windows,0,1000 HDD,1000,0
767,Dell,15.6,16,2.72,58554.72,3840x2160,Intel Core i7,2.6,Nividia,Windows,1,128GB SSD +  1000 HDD,1000,128
768,Samsung,13.3,8,1.31,85194.72,1920x1080,Intel Core i7,2.7,Intel,Windows,1,256GB SSD,0,256
769,Acer,15.6,4,2.1,15877.44,1366x768,Intel other Processor,1.1,Intel,Linux,0,1000 HDD,1000,0
770,Dell,15.6,16,2.3,62938.0656,1920x1080,Intel Core i7,2.7,AMD,Windows,0,256GB SSD,0,256
771,Samsung,15.0,16,1.71,95850.72,1920x1080,Intel Core i7,2.7,AMD,Windows,1,256GB SSD,0,256
772,Toshiba,14.0,4,1.75,54345.6,1366x768,Intel Core i5,2.3,Intel,Windows,0,128GB SSD,0,128
773,Dell,15.6,8,2.62,58554.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,1000 HDD,1000,0
774,HP,12.5,4,1.26,66280.31999999999,1366x768,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
775,Asus,15.6,12,2.3,44701.92,1920x1080,Intel Core i7,2.7,Nividia,Windows,1,2000 HDD,2000,0
776,Lenovo,15.6,16,2.5,126273.6,3840x2160,Intel Core i7,2.7,Nividia,Windows,0,512GB SSD,0,512
777,Acer,14.0,4,1.8,33886.08,1920x1080,Intel Core i3,2.4,Intel,Windows,0,128GB SSD,0,128
778,Razer,14.0,16,1.95,154458.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,512GB SSD,0,512
779,Asus,15.6,8,2.0,31003.632,1920x1080,Intel other Processor,1.1,Intel,Windows,0,128GB SSD,0,128
780,Dell,17.3,32,4.42,191211.264,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,1000 SSD +  1000 HDD,1000,1000
781,Asus,17.3,16,4.3,125208.0,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
782,Toshiba,14.0,16,1.47,93985.92,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,512GB SSD,0,512
783,Lenovo,15.6,8,2.2,17529.12,1366x768,Intel other Processor,1.6,Intel,Other,0,1000 HDD,1000,0
784,Lenovo,14.0,16,1.7,122490.72,1920x1080,Intel Core i7,2.7,Intel,Windows,0,512GB SSD,0,512
785,MSI,14.0,16,1.6,100752.48,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
786,MSI,15.6,8,2.2,58021.92,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
787,Lenovo,15.6,4,2.4,53226.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,1000 HDD,1000,0
788,Acer,17.3,16,4.2,122490.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
789,Dell,15.6,8,2.62,52480.8,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
790,Asus,15.6,8,2.24,71341.92,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
791,Vero,14.0,4,1.22,10810.511999999999,1920x1080,Intel other Processor,1.1,Intel,Windows,0,32GB Flash Storage,0,0
792,Lenovo,13.3,8,1.37,104961.6,1920x1080,Intel Core i7,2.7,Intel,Windows,1,512GB SSD,0,512
793,Lenovo,15.6,8,2.08,51095.52,1920x1080,Intel Core i5,2.5,AMD,Windows,1,256GB SSD,0,256
794,Apple,12.0,8,0.92,62071.2,2304x1440,Intel other Processor,1.2,Intel,MAC OS,0,512GB Flash Storage,0,0
795,Lenovo,14.0,8,1.42,124142.4,2560x1440,Intel Core i5,2.5,Intel,Windows,1,256GB SSD,0,256
796,Asus,14.0,4,1.63,15930.72,1366x768,Intel other Processor,1.1,Intel,Windows,0,32GB Flash Storage,0,0
797,Dell,15.6,8,1.95,43156.8,1366x768,Intel Core i5,2.5,Intel,Windows,0,128GB SSD,0,128
798,Lenovo,13.9,8,1.38,71874.72,1920x1080,Intel Core i7,2.7,Intel,Windows,1,256GB SSD,0,256
799,Dell,15.6,8,2.0,39373.92,1920x1080,Intel Core i3,2.0,AMD,Windows,0,256GB SSD,0,256
800,HP,15.6,8,3.14,110017.87199999999,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD,0,256
801,Asus,15.6,8,2.37,58554.72,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
802,Dell,13.3,8,1.29,79866.72,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
803,Dell,15.6,8,2.06,93186.72,3840x2160,Intel Core i5,2.5,Nividia,Windows,1,256GB SSD,0,256
804,Dell,11.6,4,1.63,39640.32,1366x768,Intel other Processor,1.1,Intel,Windows,0,128GB SSD,0,128
805,HP,12.5,8,1.26,74005.92,1366x768,Intel Core i5,2.6,Intel,Windows,0,256GB SSD,0,256
806,Toshiba,15.6,4,2.1,41558.4,1366x768,Intel Core i5,2.3,Intel,Windows,0,500GB HDD,500,0
807,HP,15.6,8,2.04,33513.119999999995,1366x768,AMD Processor,2.5,AMD,Windows,0,2000 HDD,2000,0
808,Dell,15.6,16,2.62,89457.12,3840x2160,Intel Core i7,2.8,Nividia,Windows,0,512GB SSD,0,512
809,Lenovo,15.6,4,2.4,32447.52,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,1000 HDD,1000,0
810,HP,17.3,12,3.74,93186.72,1920x1080,Intel Core i7,2.8,AMD,Windows,0,1000 HDD,1000,0
811,MSI,17.3,16,2.9,128671.2,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,512GB SSD +  1000 HDD,1000,512
812,Samsung,13.3,8,0.81,79866.72,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
813,Dell,15.6,8,1.98,51202.08,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,1000 HDD,1000,0
814,Dell,15.6,8,2.18,42081.0768,1920x1080,Intel Core i5,2.5,AMD,Windows,0,256GB SSD,0,256
815,Lenovo,14.0,8,1.32,99047.52,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
816,Razer,12.5,16,1.29,95850.72,3840x2160,Intel Core i7,2.5,Intel,Windows,1,512GB SSD,0,512
817,HP,11.6,4,1.23,20512.8,1366x768,Intel other Processor,1.6,Intel,Other,0,16GB Flash Storage,0,0
818,Dell,17.3,16,4.36,133467.4656,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
819,Dell,14.0,4,1.76,40226.4,1366x768,Intel Core i5,2.3,Intel,Windows,0,500GB HDD,500,0
820,Lenovo,15.6,4,2.1,26101.872000000003,1366x768,Intel Core i3,2.0,Intel,Windows,0,500GB HDD,500,0
821,Toshiba,14.0,4,1.25,58075.2,1366x768,Intel Core i5,2.5,Intel,Windows,0,128GB SSD,0,128
822,Lenovo,14.0,8,1.13,133146.72,1920x1080,Intel Core i7,2.7,Intel,Windows,0,512GB SSD,0,512
823,MSI,15.6,8,2.4,63882.72,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
824,Lenovo,14.0,8,1.13,99900.0,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB Flash Storage,0,0
825,Toshiba,14.0,4,1.75,26586.72,1366x768,Intel other Processor,2.1,Intel,Windows,0,128GB SSD,0,128
826,Asus,13.3,8,1.1,72354.23999999999,1920x1080,Intel Core i5,2.5,Intel,Windows,1,256GB SSD,0,256
827,Dell,14.0,4,1.76,31168.8,1366x768,Intel Core i3,2.0,Intel,Windows,0,500GB HDD,500,0
828,Acer,11.6,4,1.35,18914.4,1366x768,Intel other Processor,1.6,Intel,Other,0,32GB Flash Storage,0,0
829,Acer,14.0,8,1.5,32980.32,1920x1080,Intel Core i3,2.4,Intel,Windows,0,128GB SSD,0,128
830,Razer,17.3,32,3.49,292986.72,3840x2160,Intel Core i7,2.9,Nividia,Windows,1,512GB SSD,0,512
831,Lenovo,14.0,16,1.1,111834.72,2560x1440,Intel Core i7,2.6,Intel,Windows,0,512GB SSD,0,512
832,Asus,15.6,4,2.1,27652.32,1920x1080,Intel Core i5,2.5,Nividia,Linux,0,1000 HDD,1000,0
833,Lenovo,14.0,8,1.7,63190.08,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
834,Lenovo,14.0,8,1.32,87912.0,1920x1080,Intel Core i5,2.6,Intel,Windows,0,256GB SSD,0,256
835,Dell,15.6,16,3.21,147832.28639999998,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
836,Asus,17.3,16,2.9,128884.32,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
837,Toshiba,15.6,4,2.0,35644.32,1366x768,Intel Core i3,2.4,Intel,Windows,0,500GB HDD,500,0
838,Lenovo,14.0,4,1.5,17316.0,1366x768,Intel other Processor,1.6,Intel,Other,0,16GB Flash Storage,0,0
839,Asus,15.6,8,2.3,31435.2,1920x1080,Intel Core i5,2.5,Intel,Windows,0,128GB HDD,128,0
840,Asus,17.3,16,2.73,95850.72,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,512GB SSD +  1000 HDD,1000,512
841,Dell,17.3,32,4.42,163723.57919999998,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,512GB SSD +  1000 HDD,1000,512
842,HP,17.3,8,2.63,48484.8,1600x900,Intel Core i5,2.5,Nividia,Windows,0,1000 HDD,1000,0
843,Dell,15.6,8,2.18,38041.3872,1366x768,Intel Core i5,2.5,Intel,Windows,0,128GB SSD,0,128
844,HP,14.0,8,1.54,99633.6,1920x1080,Intel Core i7,2.5,Intel,Windows,0,512GB SSD,0,512
845,Dell,15.6,4,2.18,39373.92,1920x1080,Intel Core i7,2.7,AMD,Windows,0,256GB SSD,0,256
846,HP,11.6,4,1.4,32767.2,1366x768,Intel other Processor,1.1,Intel,Other,1,32GB Flash Storage,0,0
847,Asus,13.3,8,1.45,54665.28,1920x1080,Intel Core i5,2.3,Nividia,Windows,0,512GB SSD,0,512
848,HP,13.3,8,1.28,121318.56,1920x1080,Intel Core i5,2.5,Intel,Windows,1,256GB SSD,0,256
849,HP,14.0,8,1.54,78215.04,1920x1080,Intel Core i7,2.5,Intel,Windows,0,512GB SSD,0,512
850,HP,15.6,4,1.86,15930.72,1366x768,Intel other Processor,1.6,Intel,Other,0,128GB SSD,0,128
851,Asus,15.6,16,2.1,101178.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
852,Dell,17.3,8,2.83,46087.2,1920x1080,Intel Core i7,2.7,AMD,Linux,0,1000 HDD,1000,0
853,Lenovo,14.0,8,1.96,101391.84,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD,0,256
854,Asus,15.6,8,2.3,41931.36,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD,0,256
855,Dell,15.6,8,1.9,50349.6,1920x1080,Intel Core i5,2.5,Intel,Windows,0,128GB SSD,0,128
856,Asus,15.6,4,2.0,23922.72,1366x768,Intel other Processor,1.1,Intel,Windows,0,1000 HDD,1000,0
857,HP,13.3,8,1.28,136343.52,1920x1080,Intel Core i7,2.8,Intel,Windows,1,256GB SSD,0,256
858,Dell,13.3,8,1.62,34578.72,1920x1080,Intel Core i5,2.3,Intel,Windows,1,1000 HDD,1000,0
859,Lenovo,15.6,4,2.2,24988.32,1920x1080,Intel Core i3,2.0,Intel,Other,0,1000 HDD,1000,0
860,Lenovo,15.6,8,2.3,45323.1648,1920x1080,Intel Core i5,2.5,Intel,Windows,0,1000 HDD,1000,0
861,HP,15.6,8,1.84,71874.72,1920x1080,Intel Core i5,2.6,AMD,Windows,0,256GB SSD,0,256
862,Toshiba,13.3,4,1.05,68464.8,1920x1080,Intel Core i5,2.5,Intel,Windows,0,128GB SSD,0,128
863,Lenovo,15.6,8,2.5,54185.76,1920x1080,Intel Core i5,2.5,Nividia,Other,0,1000 HDD,1000,0
864,Dell,13.3,16,1.29,119347.2,3200x1800,Intel Core i7,2.5,Intel,Windows,1,512GB SSD,0,512
865,HP,15.6,4,2.07,48484.8,1920x1080,Intel Core i5,2.3,Intel,Windows,0,500GB HDD,500,0
866,Toshiba,13.3,8,1.2,58341.6,1366x768,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
867,Lenovo,13.3,8,1.37,103896.0,1920x1080,Intel Core i7,2.7,Intel,Windows,1,256GB SSD,0,256
868,Acer,14.0,8,1.56,48058.56,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
869,Dell,15.6,8,2.23,94731.84,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,1000 HDD,1000,0
870,Lenovo,15.6,4,2.38,56210.4,1366x768,Intel Core i5,2.5,Intel,Windows,0,500GB HDD,500,0
871,Lenovo,15.6,4,2.2,25521.12,1920x1080,Intel Core i3,2.0,AMD,Other,0,1000 HDD,1000,0
872,Toshiba,15.6,8,2.0,73952.64,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
873,Lenovo,13.3,4,1.44,39160.8,1920x1080,Intel Core i3,2.4,Intel,Windows,0,180GB SSD,0,180
874,Samsung,15.0,16,1.23,98514.72,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD,0,256
875,Dell,12.5,8,1.6,90043.2,1920x1080,Intel Core i7,2.8,Intel,Windows,0,256GB SSD,0,256
876,Asus,15.6,4,2.0,21258.1872,1366x768,Intel other Processor,1.1,Intel,Linux,0,1000 HDD,1000,0
877,Xiaomi,13.3,8,1.28,49816.8,1920x1080,Intel Core i5,2.3,Nividia,Windows,0,256GB SSD,0,256
878,Dell,15.6,4,2.18,48618.0,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
879,HP,15.6,4,2.04,44701.92,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
880,HP,13.3,4,1.28,90576.0,1920x1080,Intel Core i5,2.5,Intel,Windows,1,256GB SSD,0,256
881,HP,15.6,4,2.3,36486.143999999986,1366x768,Intel Core i5,2.5,Intel,Windows,1,500GB HDD,500,0
882,Asus,14.1,4,1.65,18541.44,1366x768,Intel other Processor,1.1,Intel,Windows,0,32GB Flash Storage,0,0
883,Lenovo,15.6,8,2.2,35644.32,1920x1080,Intel Core i7,2.5,Nividia,Windows,0,1000 HDD,1000,0
884,Dell,15.6,4,2.2,19660.32,1366x768,Intel other Processor,1.6,Intel,Windows,0,500GB HDD,500,0
885,HP,13.3,4,1.28,95850.72,1920x1080,Intel Core i5,2.5,Intel,Windows,1,256GB SSD,0,256
886,Dell,15.6,4,2.18,24279.696,1366x768,Intel Core i3,2.0,AMD,Linux,0,1000 HDD,1000,0
887,Asus,17.3,12,2.2,72988.272,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
